,timespan,SleepStatus,actigraphy,light,Schedule,detailed_sleepwake
60510,996,Sleep,0.0,0.01,0,0.0
60511,997,Sleep,0.0,0.01,0,0.0
60512,998,Sleep,0.0,0.01,0,0.0
60513,999,Sleep,0.0,0.01,0,0.0
60514,1000,Sleep,0.0,0.01,0,0.0
60515,1001,Sleep,0.0,0.01,0,0.0
60516,1002,Sleep,0.0,0.01,0,0.0
60517,1003,Sleep,0.0,0.01,0,0.0
60518,1004,Sleep,0.0,0.01,0,0.0
60519,1005,Sleep,0.0,0.01,0,0.0
60520,1006,Sleep,0.0,0.01,0,0.0
60521,1007,Sleep,0.0,0.01,0,0.0
60522,1008,Sleep,0.0,0.01,0,0.0
60523,1009,Sleep,0.0,0.01,0,0.0
60524,1010,Sleep,0.0,0.01,0,0.0
60525,1011,Sleep,0.0,0.01,0,0.0
60526,1012,Sleep,0.0,0.01,0,0.0
60527,1013,Sleep,54.0,0.01,0,1.0
60528,1014,Sleep,133.0,0.01,0,1.0
60529,1015,Sleep,0.0,0.01,0,0.0
60530,1016,Sleep,0.0,0.01,0,0.0
60531,1017,Sleep,0.0,0.01,0,0.0
60532,1018,Sleep,0.0,0.01,0,0.0
60533,1019,Sleep,0.0,0.01,0,0.0
60534,1020,Sleep,0.0,0.01,0,0.0
60535,1021,Sleep,0.0,0.01,0,0.0
60536,1022,Sleep,3.0,0.01,0,0.0
60537,1023,Sleep,0.0,0.01,0,0.0
60538,1024,Sleep,0.0,0.01,0,0.0
60539,1025,Sleep,0.0,0.01,0,0.0
60540,1026,Sleep,0.0,0.01,0,0.0
60541,1027,Sleep,0.0,0.01,0,0.0
60542,1028,Sleep,0.0,0.01,0,0.0
60543,1029,Sleep,0.0,0.01,0,0.0
60544,1030,Sleep,0.0,0.01,0,0.0
60545,1031,Sleep,0.0,0.01,0,0.0
60546,1032,Sleep,0.0,0.01,0,0.0
60547,1033,Sleep,0.0,0.01,0,0.0
60548,1034,Sleep,0.0,0.01,0,0.0
60549,1035,Sleep,0.0,0.01,0,0.0
60550,1036,Sleep,0.0,0.01,0,0.0
60551,1037,Sleep,0.0,0.01,0,0.0
60552,1038,Sleep,0.0,0.01,0,0.0
60553,1039,Sleep,0.0,0.01,0,0.0
60554,1040,Sleep,0.0,0.01,0,0.0
60555,1041,Sleep,0.0,0.01,0,0.0
60556,1042,Sleep,0.0,0.01,0,0.0
60557,1043,Sleep,0.0,0.01,0,0.0
60558,1044,Sleep,0.0,0.01,0,0.0
60559,1045,Sleep,0.0,0.01,0,0.0
60560,1046,Sleep,0.0,0.01,0,0.0
60561,1047,Sleep,0.0,0.01,0,0.0
60562,1048,Sleep,0.0,0.01,0,0.0
60563,1049,Sleep,0.0,0.01,0,0.0
60564,1050,Sleep,0.0,0.01,0,0.0
60565,1051,Sleep,0.0,0.01,0,0.0
60566,1052,Sleep,0.0,0.01,0,0.0
60567,1053,Sleep,57.0,0.01,0,1.0
60568,1054,Sleep,0.0,0.01,0,0.0
60569,1055,Sleep,0.0,0.01,0,0.0
60570,1056,Sleep,0.0,0.01,0,0.0
60571,1057,Sleep,0.0,0.01,0,0.0
60572,1058,Sleep,0.0,0.01,0,0.0
60573,1059,Sleep,0.0,0.01,0,0.0
60574,1060,Sleep,0.0,0.01,0,0.0
60575,1061,Sleep,0.0,0.01,0,0.0
60576,1062,Sleep,0.0,0.01,0,0.0
60577,1063,Sleep,98.0,0.01,0,1.0
60578,1064,Sleep,0.0,0.01,0,0.0
60579,1065,Sleep,0.0,0.01,0,0.0
60580,1066,Sleep,0.0,0.01,0,0.0
60581,1067,Sleep,0.0,0.01,0,0.0
60582,1068,Sleep,0.0,0.01,0,0.0
60583,1069,Sleep,0.0,0.01,0,0.0
60584,1070,Sleep,0.0,0.01,0,0.0
60585,1071,Sleep,0.0,0.01,0,0.0
60586,1072,Sleep,0.0,0.01,0,0.0
60587,1073,Sleep,0.0,0.01,0,0.0
60588,1074,Sleep,64.0,0.01,0,1.0
60589,1075,Sleep,0.0,0.01,0,0.0
60590,1076,Sleep,0.0,0.01,0,0.0
60591,1077,Sleep,0.0,0.01,0,0.0
60592,1078,Sleep,0.0,0.01,0,0.0
60593,1079,Sleep,0.0,0.01,0,0.0
60594,1080,Sleep,0.0,0.01,0,0.0
60595,1081,Sleep,0.0,0.01,0,0.0
60596,1082,Sleep,0.0,0.01,0,0.0
60597,1083,Sleep,0.0,0.01,0,0.0
60598,1084,Sleep,0.0,0.01,0,0.0
60599,1085,Sleep,0.0,0.01,0,0.0
60600,1086,Sleep,0.0,0.01,0,0.0
60601,1087,Sleep,0.0,0.01,0,0.0
60602,1088,Sleep,170.0,0.01,0,1.0
60603,1089,Sleep,0.0,0.01,0,0.0
60604,1090,Sleep,0.0,0.01,0,0.0
60605,1091,Sleep,61.0,0.01,0,1.0
60606,1092,Sleep,0.0,0.01,0,0.0
60607,1093,Sleep,0.0,0.01,0,0.0
60608,1094,Sleep,0.0,0.01,0,0.0
60609,1095,Sleep,7.0,0.01,0,0.0
60610,1096,Sleep,0.0,0.01,0,0.0
60611,1097,Sleep,0.0,0.01,0,0.0
60612,1098,Sleep,84.0,0.01,0,1.0
60613,1099,Sleep,0.0,0.01,0,0.0
60614,1100,Sleep,0.0,0.01,0,0.0
60615,1101,Sleep,2.0,0.01,0,0.0
60616,1102,Sleep,0.0,0.01,0,0.0
60617,1103,Sleep,0.0,0.01,0,0.0
60618,1104,Sleep,0.0,0.01,0,0.0
60619,1105,Sleep,0.0,0.01,0,0.0
60620,1106,Sleep,0.0,0.01,0,0.0
60621,1107,Sleep,0.0,0.01,0,0.0
60622,1108,Sleep,0.0,0.01,0,0.0
60623,1109,Sleep,0.0,0.01,0,0.0
60624,1110,Sleep,0.0,0.01,0,0.0
60625,1111,Sleep,0.0,0.01,0,0.0
60626,1112,Sleep,0.0,0.01,0,0.0
60627,1113,Sleep,0.0,0.01,0,0.0
60628,1114,Sleep,0.0,0.01,0,0.0
60629,1115,Sleep,0.0,0.01,0,0.0
60630,1116,Sleep,0.0,0.01,0,0.0
60631,1117,Sleep,0.0,0.01,0,0.0
60632,1118,Sleep,0.0,0.01,0,0.0
60633,1119,Sleep,0.0,0.01,0,0.0
60634,1120,Sleep,0.0,0.01,0,0.0
60635,1121,Sleep,0.0,0.01,0,0.0
60636,1122,Sleep,0.0,0.01,0,0.0
60637,1123,Sleep,0.0,0.01,0,0.0
60638,1124,Sleep,0.0,0.01,0,0.0
60639,1125,Sleep,0.0,0.01,0,0.0
60640,1126,Sleep,0.0,0.01,0,0.0
60641,1127,Sleep,0.0,0.01,0,0.0
60642,1128,Sleep,0.0,0.01,0,0.0
60643,1129,Sleep,0.0,0.01,0,0.0
60644,1130,Sleep,0.0,0.01,0,0.0
60645,1131,Sleep,0.0,0.01,0,0.0
60646,1132,Sleep,0.0,0.01,0,0.0
60647,1133,Sleep,0.0,0.01,0,0.0
60648,1134,Sleep,0.0,0.01,0,0.0
60649,1135,Sleep,0.0,0.01,0,0.0
60650,1136,Sleep,0.0,0.01,0,0.0
60651,1137,Sleep,0.0,0.01,0,0.0
60652,1138,Sleep,0.0,0.01,0,0.0
60653,1139,Sleep,0.0,0.01,0,0.0
60654,1140,Sleep,0.0,0.01,0,0.0
60655,1141,Sleep,0.0,0.01,0,0.0
60656,1142,Sleep,0.0,0.01,0,0.0
60657,1143,Sleep,0.0,0.01,0,0.0
60658,1144,Sleep,0.0,0.01,0,0.0
60659,1145,Sleep,0.0,0.01,0,0.0
60660,1146,Sleep,0.0,0.01,0,0.0
60661,1147,Sleep,0.0,0.01,0,0.0
60662,1148,Sleep,0.0,0.01,0,0.0
60663,1149,Sleep,0.0,0.01,0,0.0
60664,1150,Sleep,0.0,0.01,0,0.0
60665,1151,Sleep,0.0,0.01,0,0.0
60666,1152,Sleep,0.0,0.01,0,0.0
60667,1153,Sleep,0.0,0.01,0,0.0
60668,1154,Sleep,0.0,0.01,0,0.0
60669,1155,Sleep,0.0,0.01,0,0.0
60670,1156,Sleep,8.0,0.01,0,0.0
60671,1157,Sleep,0.0,0.01,0,0.0
60672,1158,Sleep,0.0,0.01,0,0.0
60673,1159,Sleep,0.0,0.01,0,0.0
60674,1160,Sleep,0.0,0.01,0,0.0
60675,1161,Sleep,0.0,0.01,0,0.0
60676,1162,Sleep,0.0,0.01,0,0.0
60677,1163,Sleep,0.0,0.01,0,0.0
60678,1164,Sleep,0.0,0.01,0,0.0
60679,1165,Sleep,0.0,0.01,0,0.0
60680,1166,Sleep,2.0,0.01,0,0.0
60681,1167,Sleep,0.0,0.01,0,0.0
60682,1168,Sleep,0.0,0.01,0,0.0
60683,1169,Sleep,0.0,0.01,0,0.0
60684,1170,Sleep,0.0,0.01,0,0.0
60685,1171,Sleep,0.0,0.01,0,0.0
60686,1172,Sleep,0.0,0.01,0,0.0
60687,1173,Sleep,0.0,0.01,0,0.0
60688,1174,Sleep,0.0,0.01,0,0.0
60689,1175,Sleep,0.0,0.01,0,0.0
60690,1176,Sleep,0.0,0.01,0,0.0
60691,1177,Sleep,0.0,0.01,0,0.0
60692,1178,Sleep,0.0,0.01,0,0.0
60693,1179,Sleep,0.0,0.01,0,0.0
60694,1180,Sleep,0.0,0.01,0,0.0
60695,1181,Sleep,40.0,0.01,0,0.0
60696,1182,Sleep,0.0,0.01,0,0.0
60697,1183,Sleep,0.0,0.01,0,0.0
60698,1184,Sleep,0.0,0.01,0,0.0
60699,1185,Sleep,0.0,0.01,0,0.0
60700,1186,Sleep,0.0,0.01,0,0.0
60701,1187,Sleep,13.0,0.01,0,0.0
60702,1188,Sleep,101.0,0.01,0,1.0
60703,1189,Sleep,57.0,0.01,0,1.0
60704,1190,Sleep,217.0,0.01,0,1.0
60705,1191,Sleep,204.0,0.01,0,1.0
60706,1192,Sleep,0.0,0.01,0,1.0
60707,1193,Sleep,0.0,0.01,0,0.0
60708,1194,Sleep,108.0,0.01,0,1.0
60709,1195,Sleep,7.0,0.01,0,0.0
60710,1196,Sleep,0.0,0.01,0,0.0
60711,1197,Sleep,128.0,0.01,0,1.0
60712,1198,Sleep,0.0,0.01,0,1.0
60713,1199,Sleep,0.0,0.01,0,1.0
60714,1200,Sleep,571.0,7.18,0,1.0
60715,1201,Sleep,648.0,3.22,0,1.0
60716,1202,Sleep,184.0,10.83,0,1.0
60717,1203,Sleep,374.0,1.35,0,1.0
60718,1204,Sleep,327.0,4.36,0,1.0
60719,1205,Sleep,628.0,23.12,0,1.0
60720,1206,Sleep,67.0,34.15,0,1.0
60721,1207,Sleep,2.0,36.44,0,1.0
60722,1208,Sleep,77.0,24.68,0,1.0
60723,1209,Sleep,64.0,27.5,0,1.0
60724,1210,Sleep,7.0,28.1,0,0.0
60725,1211,Sleep,2.0,10.37,0,0.0
60726,1212,Sleep,13.0,2.28,0,1.0
60727,1213,Sleep,98.0,15.32,0,1.0
60728,1214,Sleep,317.0,14.36,0,1.0
60729,1215,Sleep,77.0,26.33,0,1.0
60730,1216,Sleep,25.0,11.81,0,1.0
60731,1217,Sleep,0.0,13.75,0,0.0
60732,1218,Sleep,32.0,9.31,0,1.0
60733,1219,Sleep,39.0,17.45,0,1.0
60734,1220,Sleep,108.0,25.22,0,1.0
60735,1221,Sleep,0.0,25.22,0,1.0
60736,1222,Sleep,184.0,25.22,0,1.0
60737,1223,Sleep,22.0,32.0,0,1.0
60738,1224,Sleep,0.0,32.7,0,0.0
60739,1225,Sleep,0.0,32.7,0,0.0
60740,1226,Sleep,10.0,19.03,0,0.0
60741,1227,Sleep,0.0,1.14,0,0.0
60742,1228,Sleep,0.0,2.43,0,0.0
60743,1229,Sleep,0.0,1.14,0,0.0
60744,1230,Sleep,0.0,1.96,0,0.0
60745,1231,Sleep,0.0,1.83,0,0.0
60746,1232,Sleep,0.0,1.72,0,0.0
60747,1233,Sleep,0.0,1.3,0,0.0
60748,1234,Sleep,0.0,1.58,0,0.0
60749,1235,Sleep,0.0,1.76,0,0.0
60750,1236,Sleep,0.0,2.09,0,0.0
60751,1237,Sleep,128.0,0.3,0,1.0
60752,1238,Sleep,0.0,0.01,0,0.0
60753,1239,Sleep,0.0,0.01,0,0.0
60754,1240,Sleep,0.0,0.01,0,0.0
60755,1241,Sleep,2.0,0.01,0,0.0
60756,1242,Sleep,0.0,0.01,0,0.0
60757,1243,Sleep,0.0,0.01,0,0.0
60758,1244,Sleep,0.0,0.01,0,0.0
60759,1245,Sleep,0.0,0.01,0,0.0
60760,1246,Sleep,0.0,0.01,0,0.0
60761,1247,Sleep,0.0,0.01,0,0.0
60762,1248,Sleep,170.0,8.0,0,1.0
60763,1249,Sleep,0.0,38.05,0,0.0
60764,1250,Sleep,0.0,38.05,0,0.0
60765,1251,Sleep,0.0,38.05,0,0.0
60766,1252,Sleep,0.0,38.05,0,0.0
60767,1253,Sleep,0.0,38.05,0,0.0
60768,1254,Sleep,0.0,38.05,0,0.0
60769,1255,Sleep,0.0,38.05,0,0.0
60770,1256,Sleep,0.0,38.05,0,0.0
60771,1257,Sleep,0.0,38.05,0,0.0
60772,1258,Sleep,0.0,37.24,0,0.0
60773,1259,Sleep,0.0,37.24,0,0.0
60774,1260,Sleep,0.0,37.24,0,0.0
60775,1261,Sleep,0.0,37.24,0,0.0
60776,1262,Sleep,3.0,46.25,0,0.0
60777,1263,Sleep,0.0,173.34,0,0.0
60778,1264,Sleep,0.0,173.34,0,0.0
60779,1265,Sleep,0.0,173.34,0,0.0
60780,1266,Sleep,0.0,173.34,0,0.0
60781,1267,Sleep,2.0,169.63,0,0.0
60782,1268,Sleep,0.0,158.96,0,0.0
60783,1269,Sleep,0.0,166.0,0,0.0
60784,1270,Sleep,0.0,162.44,0,0.0
60785,1271,Sleep,0.0,162.44,0,0.0
60786,1272,Sleep,0.0,162.44,0,0.0
60787,1273,Sleep,0.0,162.44,0,0.0
60788,1274,Sleep,0.0,166.0,0,0.0
60789,1275,Sleep,0.0,166.0,0,0.0
60790,1276,Sleep,0.0,155.55,0,0.0
60791,1277,Sleep,0.0,158.96,0,0.0
60792,1278,Sleep,0.0,162.44,0,0.0
60793,1279,Sleep,0.0,181.02,0,0.0
60794,1280,Sleep,0.0,181.02,0,0.0
60795,1281,Sleep,0.0,177.14,0,0.0
60796,1282,Sleep,0.0,107.63,0,0.0
60797,1283,Sleep,20.0,55.0,0,0.0
60798,1284,Sleep,8.0,3.44,0,0.0
60799,1285,Sleep,17.0,1.41,0,0.0
60800,1286,Sleep,0.0,2.77,0,0.0
60801,1287,Sleep,0.0,3.29,0,0.0
60802,1288,Sleep,2.0,1.68,0,0.0
60803,1289,Sleep,13.0,1.22,0,0.0
60804,1290,Sleep,17.0,3.02,0,0.0
60805,1291,Sleep,0.0,2.54,0,0.0
60806,1292,Sleep,0.0,2.28,0,0.0
60807,1293,Sleep,0.0,2.09,0,0.0
60808,1294,Sleep,57.0,5.42,0,1.0
60809,1295,Sleep,13.0,2.71,0,0.0
60810,1296,Sleep,0.0,4.36,0,0.0
60811,1297,Sleep,0.0,5.19,0,0.0
60812,1298,Sleep,0.0,4.65,0,0.0
60813,1299,Sleep,0.0,4.09,0,0.0
60814,1300,Sleep,0.0,3.75,0,0.0
60815,1301,Sleep,0.0,2.89,0,0.0
60816,1302,Sleep,0.0,3.08,0,0.0
60817,1303,Sleep,0.0,3.29,0,0.0
60818,1304,Sleep,0.0,3.44,0,0.0
60819,1305,Sleep,0.0,3.44,0,0.0
60820,1306,Sleep,0.0,3.29,0,1.0
60821,1307,Wake,143.0,16.35,0,1.0
60822,1308,Wake,386.0,16.35,0,1.0
60823,1309,Wake,0.0,7.34,0,
60824,1310,Wake,,,0,
60825,1311,Wake,,,0,
60826,1312,Wake,,,0,
60827,1313,Wake,,,0,
60828,1314,Wake,,,0,
60829,1315,Wake,,,0,
60830,1316,Wake,,,0,
60831,1317,Wake,,,0,
60832,1318,Wake,,,0,
60833,1319,Wake,,,0,
60834,1320,Wake,,,0,
60835,1321,Wake,,,0,
60836,1322,Wake,0.0,7.5,0,
60837,1323,Wake,0.0,7.5,0,1.0
60838,1324,Wake,234.0,15.66,0,1.0
60839,1325,Wake,571.0,45.25,0,1.0
60840,1326,Wake,268.0,25.77,0,1.0
60841,1327,Wake,787.0,53.82,0,1.0
60842,1328,Wake,1189.0,74.48,0,1.0
60843,1329,Wake,1437.0,56.2,0,1.0
60844,1330,Wake,1482.0,56.2,0,1.0
60845,1331,Wake,1578.0,50.43,0,1.0
60846,1332,Wake,692.0,50.43,0,1.0
60847,1333,Wake,670.0,29.34,0,1.0
60848,1334,Wake,953.0,79.48,0,1.0
60849,1335,Wake,1081.0,53.82,0,1.0
60850,1336,Wake,1152.0,38.05,0,1.0
60851,1337,Wake,608.0,0.01,0,1.0
60852,1338,Wake,413.0,11.31,0,1.0
60853,1339,Wake,839.0,18.62,0,1.0
60854,1340,Wake,552.0,0.01,0,1.0
60855,1341,Wake,571.0,0.07,0,1.0
60856,1342,Wake,866.0,0.01,0,1.0
60857,1343,Wake,399.0,0.01,0,1.0
60858,1344,Wake,362.0,0.01,0,1.0
60859,1345,Wake,259.0,0.01,0,1.0
60860,1346,Wake,374.0,0.01,0,1.0
60861,1347,Wake,608.0,0.07,0,1.0
60862,1348,Wake,1081.0,0.01,0,1.0
60863,1349,Wake,1117.0,0.01,1,1.0
60864,1350,Wake,1189.0,2.04,1,1.0
60865,1351,Wake,984.0,2.43,1,1.0
60866,1352,Wake,923.0,64.0,1,1.0
60867,1353,Wake,787.0,58.69,1,1.0
60868,1354,Wake,894.0,50.43,1,1.0
60869,1355,Wake,571.0,34.9,1,1.0
60870,1356,Wake,787.0,58.69,1,1.0
60871,1357,Wake,184.0,49.35,1,1.0
60872,1358,Wake,226.0,72.88,1,1.0
60873,1359,Wake,143.0,90.51,1,1.0
60874,1360,Wake,217.0,92.49,1,1.0
60875,1361,Wake,113.0,42.41,1,1.0
60876,1362,Wake,81.0,58.69,1,1.0
60877,1363,Wake,268.0,58.69,1,1.0
60878,1364,Wake,77.0,96.59,1,1.0
60879,1365,Wake,17.0,94.52,1,1.0
60880,1366,Wake,10.0,52.66,1,0.0
60881,1367,Wake,7.0,56.2,1,0.0
60882,1368,Wake,47.0,65.4,1,1.0
60883,1369,Wake,74.0,94.52,1,1.0
60884,1370,Wake,386.0,107.63,1,1.0
60885,1371,Wake,184.0,96.59,1,1.0
60886,1372,Wake,217.0,76.11,1,1.0
60887,1373,Wake,143.0,39.74,1,1.0
60888,1374,Wake,15.0,45.25,1,1.0
60889,1375,Wake,104.0,71.32,1,1.0
60890,1376,Wake,177.0,64.0,1,1.0
60891,1377,Wake,128.0,56.2,1,1.0
60892,1378,Wake,268.0,72.88,1,1.0
60893,1379,Wake,234.0,92.49,1,1.0
60894,1380,Wake,74.0,109.99,1,1.0
60895,1381,Wake,184.0,69.79,1,1.0
60896,1382,Wake,243.0,44.29,1,1.0
60897,1383,Wake,296.0,47.26,1,1.0
60898,1384,Wake,98.0,26.91,1,1.0
60899,1385,Wake,67.0,32.7,1,1.0
60900,1386,Wake,286.0,43.34,1,1.0
60901,1387,Wake,519.0,20.3,1,1.0
60902,1388,Wake,923.0,50.43,1,1.0
60903,1389,Wake,628.0,12.34,1,1.0
60904,1390,Wake,251.0,3.59,1,1.0
60905,1391,Wake,470.0,43.34,1,1.0
60906,1392,Wake,386.0,53.82,1,1.0
60907,1393,Wake,399.0,47.26,1,1.0
60908,1394,Wake,163.0,109.99,1,1.0
60909,1395,Wake,552.0,69.79,1,1.0
60910,1396,Wake,485.0,43.34,1,1.0
60911,1397,Wake,571.0,71.32,1,1.0
60912,1398,Wake,226.0,88.57,1,1.0
60913,1399,Wake,339.0,103.07,1,1.0
60914,1400,Wake,153.0,100.86,1,1.0
60915,1401,Wake,177.0,57.43,1,1.0
60916,1402,Wake,81.0,83.0,1,1.0
60917,1403,Wake,184.0,76.11,1,1.0
60918,1404,Wake,44.0,103.07,1,1.0
60919,1405,Wake,2.0,128.0,1,1.0
60920,1406,Wake,104.0,114.86,1,1.0
60921,1407,Wake,296.0,88.57,1,1.0
60922,1408,Wake,268.0,64.0,1,1.0
60923,1409,Wake,317.0,61.29,1,1.0
60924,1410,Wake,470.0,65.4,1,1.0
60925,1411,Wake,787.0,8.54,1,1.0
60926,1412,Wake,571.0,71.32,1,1.0
60927,1413,Wake,234.0,59.97,1,1.0
60928,1414,Wake,268.0,81.22,1,1.0
60929,1415,Wake,268.0,52.66,1,1.0
60930,1416,Wake,327.0,65.4,1,1.0
60931,1417,Wake,327.0,84.82,1,1.0
60932,1418,Wake,217.0,50.43,1,1.0
60933,1419,Wake,5.0,34.9,1,1.0
60934,1420,Wake,71.0,66.83,1,1.0
60935,1421,Wake,74.0,9.11,1,1.0
60936,1422,Wake,32.0,30.64,1,1.0
60937,1423,Wake,0.0,24.68,1,0.0
60938,1424,Wake,0.0,24.15,1,0.0
60939,1425,Wake,101.0,45.25,1,1.0
60940,1426,Wake,84.0,130.8,1,1.0
60941,1427,Wake,25.0,90.51,1,1.0
60942,1428,Wake,25.0,55.0,1,1.0
60943,1429,Wake,84.0,46.25,1,1.0
60944,1430,Wake,71.0,34.9,1,1.0
60945,1431,Wake,51.0,43.34,1,1.0
60946,1432,Wake,40.0,50.43,1,1.0
60947,1433,Wake,386.0,64.0,1,1.0
60948,1434,Wake,138.0,43.34,1,1.0
60949,1435,Wake,64.0,49.35,1,1.0
60950,1436,Wake,148.0,40.61,1,1.0
60951,1437,Wake,327.0,51.54,1,1.0
60952,1438,Wake,133.0,35.66,1,1.0
60953,1439,Wake,71.0,55.0,1,1.0
60954,0,Wake,40.0,31.31,1,1.0
60955,1,Wake,339.0,15.32,1,1.0
60956,2,Wake,399.0,27.5,1,1.0
60957,3,Wake,362.0,35.66,1,1.0
60958,4,Wake,268.0,38.89,1,1.0
60959,5,Wake,307.0,50.43,1,1.0
60960,6,Wake,251.0,61.29,1,1.0
60961,7,Wake,296.0,51.54,1,1.0
60962,8,Wake,374.0,47.26,1,1.0
60963,9,Wake,339.0,51.54,1,1.0
60964,10,Wake,426.0,66.83,1,1.0
60965,11,Wake,339.0,48.29,1,1.0
60966,12,Wake,455.0,79.48,1,1.0
60967,13,Wake,350.0,32.7,1,1.0
60968,14,Wake,317.0,38.05,1,1.0
60969,15,Wake,386.0,31.31,1,1.0
60970,16,Wake,350.0,49.35,1,1.0
60971,17,Wake,158.0,34.9,1,1.0
60972,18,Wake,211.0,39.74,1,1.0
60973,19,Wake,234.0,29.99,1,1.0
60974,20,Wake,350.0,51.54,1,1.0
60975,21,Wake,327.0,46.25,1,1.0
60976,22,Wake,440.0,55.0,1,1.0
60977,23,Wake,226.0,64.0,1,1.0
60978,24,Wake,128.0,74.48,1,1.0
60979,25,Wake,138.0,76.11,1,1.0
60980,26,Wake,5.0,84.82,1,1.0
60981,27,Wake,133.0,71.32,1,1.0
60982,28,Wake,118.0,114.86,1,1.0
60983,29,Wake,19.0,114.86,1,1.0
60984,30,Wake,61.0,125.26,1,1.0
60985,31,Wake,108.0,128.0,1,1.0
60986,32,Wake,12.0,133.67,1,1.0
60987,33,Wake,25.0,155.55,1,1.0
60988,34,Wake,101.0,88.57,1,1.0
60989,35,Wake,98.0,69.79,1,1.0
60990,36,Wake,177.0,90.51,1,1.0
60991,37,Wake,440.0,47.26,1,1.0
60992,38,Wake,536.0,56.2,1,1.0
60993,39,Wake,589.0,49.35,1,1.0
60994,40,Wake,628.0,65.4,1,1.0
60995,41,Wake,339.0,48.29,1,1.0
60996,42,Wake,440.0,56.2,1,1.0
60997,43,Wake,234.0,84.82,1,1.0
60998,44,Wake,552.0,72.88,1,1.0
60999,45,Wake,190.0,114.86,1,1.0
61000,46,Wake,128.0,148.96,1,1.0
61001,47,Wake,362.0,86.67,1,1.0
61002,48,Wake,571.0,52.66,1,1.0
61003,49,Wake,217.0,32.0,1,1.0
61004,50,Wake,327.0,22.14,1,1.0
61005,51,Wake,339.0,38.89,1,1.0
61006,52,Wake,190.0,49.35,1,1.0
61007,53,Wake,374.0,34.9,1,1.0
61008,54,Wake,307.0,38.89,1,1.0
61009,55,Wake,714.0,32.0,1,1.0
61010,56,Wake,571.0,35.66,1,1.0
61011,57,Wake,589.0,28.72,1,1.0
61012,58,Wake,470.0,28.1,1,1.0
61013,59,Wake,608.0,29.34,1,1.0
61014,60,Wake,502.0,25.22,1,1.0
61015,61,Wake,608.0,26.33,1,1.0
61016,62,Wake,536.0,25.77,1,1.0
61017,63,Wake,399.0,26.91,1,1.0
61018,64,Wake,648.0,28.72,1,1.0
61019,65,Wake,502.0,28.1,1,1.0
61020,66,Wake,440.0,37.24,1,1.0
61021,67,Wake,589.0,43.34,1,1.0
61022,68,Wake,163.0,65.4,1,1.0
61023,69,Wake,113.0,51.54,1,1.0
61024,70,Wake,226.0,65.4,1,1.0
61025,71,Wake,184.0,65.4,1,1.0
61026,72,Wake,327.0,23.63,1,1.0
61027,73,Wake,57.0,17.83,1,1.0
61028,74,Wake,113.0,21.2,1,1.0
61029,75,Wake,2.0,22.63,1,0.0
61030,76,Wake,13.0,21.2,1,1.0
61031,77,Wake,81.0,21.67,1,1.0
61032,78,Wake,234.0,43.34,1,1.0
61033,79,Wake,61.0,6.3,1,1.0
61034,80,Wake,123.0,9.31,1,1.0
61035,81,Wake,13.0,19.87,1,1.0
61036,82,Wake,0.0,20.75,1,0.0
61037,83,Wake,0.0,20.75,1,0.0
61038,84,Wake,0.0,20.75,1,1.0
61039,85,Wake,259.0,13.17,1,1.0
61040,86,Wake,426.0,11.56,1,1.0
61041,87,Wake,738.0,5.19,1,1.0
61042,88,Wake,648.0,29.34,1,1.0
61043,89,Wake,470.0,29.34,1,1.0
61044,90,Wake,571.0,84.82,1,1.0
61045,91,Wake,177.0,59.97,1,1.0
61046,92,Wake,470.0,34.15,1,1.0
61047,93,Wake,327.0,77.78,1,1.0
61048,94,Wake,339.0,45.25,1,1.0
61049,95,Wake,386.0,64.0,1,1.0
61050,96,Wake,386.0,28.1,1,1.0
61051,97,Wake,485.0,37.24,1,1.0
61052,98,Wake,413.0,38.89,1,1.0
61053,99,Wake,648.0,25.22,1,1.0
61054,100,Wake,589.0,58.69,1,1.0
61055,101,Wake,628.0,36.44,1,1.0
61056,102,Wake,608.0,59.97,1,1.0
61057,103,Wake,485.0,48.29,1,1.0
61058,104,Wake,327.0,68.3,1,1.0
61059,105,Wake,426.0,45.25,1,1.0
61060,106,Wake,148.0,90.51,1,1.0
61061,107,Wake,243.0,119.95,1,1.0
61062,108,Wake,128.0,58.69,1,1.0
61063,109,Wake,2.0,15.66,1,1.0
61064,110,Wake,20.0,28.72,1,0.0
61065,111,Wake,0.0,30.64,1,0.0
61066,112,Wake,7.0,30.64,1,0.0
61067,113,Wake,0.0,28.1,1,0.0
61068,114,Wake,15.0,28.72,1,0.0
61069,115,Wake,0.0,29.99,1,0.0
61070,116,Wake,0.0,30.64,1,1.0
61071,117,Wake,184.0,69.79,1,1.0
61072,118,Wake,91.0,24.15,1,1.0
61073,119,Wake,317.0,64.0,1,1.0
61074,120,Wake,0.0,26.91,1,1.0
61075,121,Wake,296.0,32.0,1,1.0
61076,122,Wake,692.0,27.5,1,1.0
61077,123,Wake,608.0,62.63,1,1.0
61078,124,Wake,440.0,56.2,1,1.0
61079,125,Wake,101.0,47.26,1,1.0
61080,126,Wake,552.0,17.45,1,1.0
61081,127,Wake,426.0,29.99,1,1.0
61082,128,Wake,276.0,8.18,1,1.0
61083,129,Wake,519.0,21.2,1,1.0
61084,130,Wake,362.0,28.72,1,1.0
61085,131,Wake,113.0,34.15,1,1.0
61086,132,Wake,113.0,38.05,1,1.0
61087,133,Wake,163.0,53.82,1,1.0
61088,134,Wake,34.0,40.61,1,1.0
